REC_TYPE,YEAR,MONTH,SECTOR,DISTRICT,CENSUS_BLOCK_NO,HOUSEHOLD_SAMPLE_NO,HOUSEHOLD_NO,HOUSEHOLD_SERIAL_NO,Q37_PERSON_SERIAL_NO,Q37_READY_ACCEPT_JOB,Q38_REASON_FOR_NOT_ACCEPTING,Q39_EXPECT_EMPLOYMENT,Q40_EXPECT_SECTOR,Q41A_EXPECT_ANY_HELP,Q41B1_EXCEPT_ASSISTANCE_1ST,Q41B2_EXCEPT_ASSISTANCE_2ND,Q41B3_EXCEPT_ASSISTANCE_3RD,Q42_NATURE_OF_THE_JOB
10,2011,02,1,11,024,10,1,060,02, ,2, , , , , , ,    
10,2011,02,1,11,024,10,1,060,03, ,1, , , , , , ,    
10,2011,02,1,11,025,02,1,152,02, ,2, , , , , , ,    
10,2011,02,1,11,025,03,1,153,01, ,2, , , , , , ,    
10,2011,02,1,11,025,03,1,153,02, ,1, , , , , , ,    
10,2011,02,1,11,025,04,1,154,03, ,1, , , , , , ,    
10,2011,02,1,11,025,05,1,155,03, ,1, , , , , , ,    
10,2011,02,1,11,025,05,1,155,04, ,1, , , , , , ,    
10,2011,02,1,11,025,06,1,156,02, ,2, , , , , , ,    
10,2011,02,1,11,025,06,1,156,03, ,2, , , , , , ,    
10,2011,02,1,11,025,06,1,156,05, ,1, , , , , , ,    
10,2011,02,1,11,025,08,1,158,02, ,3, , , , , , ,    
10,2011,02,1,11,025,08,1,158,03, ,1, , , , , , ,    
10,2011,02,1,11,025,08,1,158,04, ,1, , , , , , ,    
10,2011,02,1,11,025,09,1,159,02, ,2, , , , , , ,    
10,2011,02,1,11,025,09,1,159,03, ,2, , , , , , ,    
10,2011,02,1,11,025,09,1,159,04, ,1, , , , , , ,    
10,2011,02,1,11,025,09,1,159,05, ,1, , , , , , ,    
10,2011,02,1,11,025,09,1,159,07, ,4, , , , , , ,    
10,2011,02,1,11,026,04,1,164,02, ,2, , , , , , ,    
10,2011,02,1,11,026,05,1,165,02, ,2, , , , , , ,    
10,2011,02,1,11,026,05,1,165,03, ,1, , , , , , ,    
10,2011,02,1,11,026,05,1,165,04, ,1, , , , , , ,    
10,2011,02,1,11,026,05,1,165,05, ,1, , , , , , ,    
10,2011,02,1,11,026,07,1,167,01, ,2, , , , , , ,    
10,2011,02,1,11,026,07,1,167,02, ,1, , , , , , ,    
10,2011,02,1,11,026,07,1,167,03, ,1, , , , , , ,    
10,2011,02,1,11,026,07,1,167,04, ,1, , , , , , ,    
10,2011,02,1,11,026,07,1,167,05, ,1, , , , , , ,    
10,2011,02,1,11,026,08,1,168,01, ,2, , , , , , ,    
10,2011,02,1,11,026,08,1,168,03, ,2, , , , , , ,    
10,2011,02,1,11,026,09,1,169,02, ,2, , , , , , ,    
10,2011,02,1,11,027,01,1,061,01, ,2, , , , , , ,    
10,2011,02,1,11,027,01,1,061,03, ,1, , , , , , ,    
10,2011,02,1,11,027,02,1,062,01, ,2, , , , , , ,    
10,2011,02,1,11,027,02,1,062,02, ,4, , , , , , ,    
10,2011,02,1,11,027,02,1,062,03,1, ,2,4, , , , ,4112
10,2011,02,1,11,027,02,1,062,04, ,1, , , , , , ,    
10,2011,02,1,11,027,04,1,064,01, ,3, , , , , , ,    
10,2011,02,1,11,027,04,1,064,02, ,2, , , , , , ,    
10,2011,02,1,11,027,05,1,065,01, ,2, , , , , , ,    
10,2011,02,1,11,027,05,1,065,03, ,1, , , , , , ,    
10,2011,02,1,11,027,05,1,065,04, ,1, , , , , , ,    
10,2011,02,1,11,027,06,1,066,02, ,2, , , , , , ,    
10,2011,02,1,11,027,06,1,066,04, ,2, , , , , , ,    
10,2011,02,1,11,027,07,1,067,01, ,3, , , , , , ,    
10,2011,02,1,11,027,08,1,068,02, ,2, , , , , , ,    
10,2011,02,1,11,027,08,1,068,04, ,2, , , , , , ,    
10,2011,02,1,11,027,09,1,069,03, ,2, , , , , , ,    
10,2011,02,1,11,027,09,1,069,04, ,1, , , , , , ,    
10,2011,02,1,11,027,10,1,070,01, ,3, , , , , , ,    
10,2011,02,1,11,027,10,1,070,02, ,2, , , , , , ,    
10,2011,02,1,11,028,02,1,072,01, ,3, , , , , , ,    
10,2011,02,1,11,028,02,1,072,02, ,2, , , , , , ,    
10,2011,02,1,11,028,02,1,072,04, ,3, , , , , , ,    
10,2011,02,1,11,028,03,1,073,01, ,3, , , , , , ,    
10,2011,02,1,11,028,03,1,073,03, ,2, , , , , , ,    
10,2011,02,1,11,028,03,1,073,04, ,2, , , , , , ,    
10,2011,02,1,11,028,05,1,075,01, ,3, , , , , , ,    
10,2011,02,1,11,028,05,1,075,02, ,2, , , , , , ,    
10,2011,02,1,11,028,06,1,076,01, ,3, , , , , , ,    
10,2011,02,1,11,028,06,1,076,02, ,2, , , , , , ,    
10,2011,02,1,11,028,06,1,076,03, ,1, , , , , , ,    
10,2011,02,1,11,028,07,1,077,01, ,3, , , , , , ,    
10,2011,02,1,11,028,07,1,077,02, ,3, , , , , , ,    
10,2011,02,1,11,028,08,1,078,01,1, ,2,3, , , , ,1224
10,2011,02,1,11,028,08,1,078,02,1, ,1, ,2, , , ,7412
10,2011,02,1,11,028,08,1,078,03, ,1, , , , , , ,    
10,2011,02,1,11,028,09,1,079,01, ,2, , , , , , ,    
10,2011,02,1,11,028,09,1,079,02, ,4, , , , , , ,    
10,2011,02,1,11,028,09,1,079,03, ,3, , , , , , ,    
10,2011,02,1,11,029,02,1,082,02, ,2, , , , , , ,    
10,2011,02,1,11,029,03,1,083,02, ,2, , , , , , ,    
10,2011,02,1,11,029,04,1,084,01, ,3, , , , , , ,    
10,2011,02,1,11,029,04,1,084,02, ,3, , , , , , ,    
10,2011,02,1,11,029,05,1,085,02,1, ,1, ,2, , , ,5122
10,2011,02,1,11,029,06,1,086,02, ,2, , , , , , ,    
10,2011,02,1,11,029,06,1,086,03,1, ,2,1, , , , ,4112
10,2011,02,1,11,029,06,1,086,06, ,1, , , , , , ,    
10,2011,02,1,11,029,06,1,086,07, ,4, , , , , , ,    
10,2011,02,1,11,029,07,1,087,04, ,1, , , , , , ,    
10,2011,02,1,11,029,07,1,087,05, ,1, , , , , , ,    
10,2011,02,1,11,029,08,1,088,01, ,3, , , , , , ,    
10,2011,02,1,11,029,10,1,090,01, ,4, , , , , , ,    
10,2011,02,2,11,030,01,1,091,03, ,1, , , , , , ,    
10,2011,02,2,11,030,01,1,091,04, ,1, , , , , , ,    
10,2011,02,2,11,030,01,1,091,05, ,2, , , , , , ,    
10,2011,02,2,11,030,01,1,091,06, ,2, , , , , , ,    
10,2011,02,2,11,030,02,1,092,01, ,2, , , , , , ,    
10,2011,02,2,11,030,02,1,092,03, ,1, , , , , , ,    
10,2011,02,2,11,030,03,1,093,03, ,1, , , , , , ,    
10,2011,02,2,11,030,03,1,093,04, ,1, , , , , , ,    
10,2011,02,2,11,030,04,1,094,02, ,2, , , , , , ,    
10,2011,02,2,11,030,04,1,094,03, ,1, , , , , , ,    
10,2011,02,2,11,030,04,1,094,04, ,1, , , , , , ,    
10,2011,02,2,11,030,05,1,095,02, ,2, , , , , , ,    
10,2011,02,2,11,030,07,1,097,03, ,3, , , , , , ,    
10,2011,02,2,11,030,09,1,099,02, ,2, , , , , , ,    
10,2011,02,2,11,031,01,1,101,01, ,3, , , , , , ,    
10,2011,02,2,11,031,01,1,101,04, ,1, , , , , , ,    
10,2011,02,2,11,031,02,1,102,01,1, ,2,4, , , , ,4121
10,2011,02,2,11,031,02,1,102,02, ,4, , , , , , ,    
10,2011,02,2,11,031,02,1,102,03, ,2, , , , , , ,    
10,2011,02,2,11,031,02,1,102,05, ,1, , , , , , ,    
10,2011,02,2,11,031,04,1,104,02, ,2, , , , , , ,    
10,2011,02,2,11,031,04,1,104,03, ,1, , , , , , ,    
10,2011,02,2,11,031,04,1,104,04, ,1, , , , , , ,    
10,2011,02,2,11,031,05,1,105,01, ,2, , , , , , ,    
10,2011,02,2,11,031,05,1,105,02, ,3, , , , , , ,    
10,2011,02,2,11,031,06,1,106,02, ,2, , , , , , ,    
10,2011,02,2,11,031,08,1,108,02, ,2, , , , , , ,    
10,2011,02,2,11,031,08,1,108,03, ,2, , , , , , ,    
10,2011,02,2,11,031,09,1,109,02, ,1, , , , , , ,    
10,2011,02,2,11,031,10,1,110,01, ,3, , , , , , ,    
10,2011,02,2,11,031,10,1,110,03, ,2, , , , , , ,    
10,2011,02,2,11,032,01,1,111,02, ,2, , , , , , ,    
10,2011,02,2,11,032,02,1,112,02, ,1, , , , , , ,    
10,2011,02,2,11,032,03,1,113,01, ,2, , , , , , ,    
10,2011,02,2,11,032,03,1,113,04, ,2, , , , , , ,    
10,2011,02,2,11,032,03,1,113,05, ,2, , , , , , ,    
10,2011,02,2,11,032,03,1,113,06, ,2, , , , , , ,    
10,2011,02,2,11,032,04,1,114,01, ,3, , , , , , ,    
10,2011,02,2,11,032,04,1,114,03, ,1, , , , , , ,    
10,2011,02,2,11,032,05,1,115,02, ,2, , , , , , ,    
10,2011,02,2,11,032,05,1,115,05, ,1, , , , , , ,    
10,2011,02,2,11,032,06,1,116,03, ,1, , , , , , ,    
10,2011,02,2,11,032,08,1,119,02, ,2, , , , , , ,    
10,2011,02,2,11,032,09,1,119,01, ,2, , , , , , ,    
10,2011,02,2,11,032,09,1,119,02, ,2, , , , , , ,    
10,2011,02,2,11,032,09,1,119,05, ,2, , , , , , ,    
10,2011,02,2,11,033,01,1,121,02, ,2, , , , , , ,    
10,2011,02,2,11,033,01,1,121,03, ,1, , , , , , ,    
10,2011,02,2,11,033,01,1,121,04, ,1, , , , , , ,    
10,2011,02,2,11,033,01,1,121,05, ,1, , , , , , ,    
10,2011,02,2,11,033,01,1,121,06, ,3, , , , , , ,    
10,2011,02,2,11,033,03,1,123,02, ,2, , , , , , ,    
10,2011,02,2,11,033,04,1,124,05,1, ,2,3, , , , ,7343
10,2011,02,2,11,033,04,1,124,06, ,1, , , , , , ,    
10,2011,02,2,11,033,04,1,124,07, ,1, , , , , , ,    
10,2011,02,2,11,033,06,1,126,04, ,1, , , , , , ,    
10,2011,02,2,11,033,08,1,128,02, ,2, , , , , , ,    
10,2011,02,2,11,033,09,1,129,02, ,2, , , , , , ,    
10,2011,02,2,11,033,10,1,130,02, ,2, , , , , , ,    
10,2011,02,2,11,034,02,1,172,01, ,3, , , , , , ,    
10,2011,02,2,11,034,02,1,172,02, ,3, , , , , , ,    
10,2011,02,2,11,034,03,1,173,02, ,2, , , , , , ,    
10,2011,02,2,11,034,03,1,173,03, ,1, , , , , , ,    
10,2011,02,2,11,034,03,1,173,04, ,1, , , , , , ,    
10,2011,02,2,11,034,05,1,175,02, ,2, , , , , , ,    
10,2011,02,2,11,034,05,1,175,03, ,1, , , , , , ,    
10,2011,02,2,11,034,07,1,177,01, ,3, , , , , , ,    
10,2011,02,2,11,034,07,1,177,02, ,3, , , , , , ,    
10,2011,02,2,11,034,07,1,177,04, ,2, , , , , , ,    
10,2011,02,2,11,034,08,1,178,02, ,2, , , , , , ,    
10,2011,02,2,11,034,08,1,178,04, ,1, , , , , , ,    
10,2011,02,2,11,034,09,1,179,01, ,3, , , , , , ,    
10,2011,02,2,11,034,09,1,179,02, ,9, , , , , , ,    
10,2011,02,2,11,034,09,1,179,04, ,2, , , , , , ,    
10,2011,02,2,11,034,09,1,179,05, ,1, , , , , , ,    
10,2011,02,2,11,034,10,1,180,01, ,3, , , , , , ,    
10,2011,02,2,11,034,10,1,180,02, ,3, , , , , , ,    
10,2011,02,2,11,035,01,1,131,02, ,2, , , , , , ,    
10,2011,02,2,11,035,01,1,131,03, ,1, , , , , , ,    
10,2011,02,2,11,035,01,1,131,04, ,1, , , , , , ,    
10,2011,02,2,11,035,02,1,132,02, ,2, , , , , , ,    
10,2011,02,2,11,035,04,1,134,01, ,3, , , , , , ,    
10,2011,02,2,11,035,04,1,134,02, ,3, , , , , , ,    
10,2011,02,2,11,035,04,1,134,05, ,1, , , , , , ,    
10,2011,02,2,11,035,05,1,135,02, ,2, , , , , , ,    
10,2011,02,2,11,035,05,1,135,03, ,9, , , , , , ,    
10,2011,02,2,11,035,05,1,135,04, ,9, , , , , , ,    
10,2011,02,2,11,035,07,1,137,01, ,3, , , , , , ,    
10,2011,02,2,11,035,08,1,138,02, ,2, , , , , , ,    
10,2011,02,2,11,035,08,1,138,03, ,1, , , , , , ,    
10,2011,02,2,11,035,08,1,138,05, ,3, , , , , , ,    
10,2011,02,2,11,035,09,1,139,03, ,9, , , , , , ,    
10,2011,02,2,11,035,09,1,139,04, ,1, , , , , , ,    
10,2011,02,2,11,036,01,1,141,01, ,3, , , , , , ,    
10,2011,02,2,11,036,01,1,141,02, ,2, , , , , , ,    
10,2011,02,2,11,036,01,1,141,03, ,3, , , , , , ,    
10,2011,02,2,11,036,02,1,142,02, ,2, , , , , , ,    
10,2011,02,2,11,036,04,1,144,02, ,1, , , , , , ,    
10,2011,02,2,11,036,06,1,146,01, ,3, , , , , , ,    
10,2011,02,2,11,036,06,1,146,03, ,9, , , , , , ,    
10,2011,02,2,11,036,07,1,147,03, ,1, , , , , , ,    
10,2011,02,2,11,036,07,1,147,04, ,9, , , , , , ,    
10,2011,02,2,11,036,07,1,147,05, ,1, , , , , , ,    
10,2011,02,2,11,036,07,1,147,06, ,1, , , , , , ,    
10,2011,02,2,11,036,08,1,148,02, ,2, , , , , , ,    
10,2011,02,2,11,036,09,1,149,02, ,2, , , , , , ,    
10,2011,02,2,11,036,09,1,149,03, ,1, , , , , , ,    
10,2011,02,2,11,036,09,1,149,04, ,1, , , , , , ,    
10,2011,02,2,11,036,10,1,150,03, ,1, , , , , , ,    
10,2011,02,2,11,036,10,1,150,04, ,1, , , , , , ,    
10,2011,02,2,11,036,10,1,150,06, ,3, , , , , , ,    
10,2011,03,1,11,037,01,1,001,02, ,2, , , , , , ,    
10,2011,03,1,11,037,02,1,002,01, ,4, , , , , , ,    
10,2011,03,1,11,037,02,1,002,03, ,1, , , , , , ,    
10,2011,03,1,11,037,02,1,002,04, ,1, , , , , , ,    
10,2011,03,1,11,037,02,1,002,05, ,1, , , , , , ,    
10,2011,03,1,11,037,03,1,003,04, ,1, , , , , , ,    
10,2011,03,1,11,037,05,1,005,01, ,3, , , , , , ,    
10,2011,03,1,11,037,05,1,005,02, ,2, , , , , , ,    
10,2011,03,1,11,037,06,1,006,01, ,3, , , , , , ,    
10,2011,03,1,11,037,06,1,006,02, ,2, , , , , , ,    
10,2011,03,1,11,037,06,1,006,04, ,9, , , , , , ,    
10,2011,03,1,11,037,06,1,006,05, ,1, , , , , , ,    
10,2011,03,1,11,037,07,1,007,03, ,1, , , , , , ,    
10,2011,03,1,11,037,07,1,007,04, ,1, , , , , , ,    
10,2011,03,1,11,037,08,1,008,01, ,2, , , , , , ,    
10,2011,03,1,11,037,09,1,009,02, ,2, , , , , , ,    
10,2011,03,1,11,037,09,1,009,04, ,2, , , , , , ,    
10,2011,03,1,11,037,10,1,010,01, ,2, , , , , , ,    
10,2011,03,1,11,038,01,1,011,01, ,2, , , , , , ,    
10,2011,03,1,11,038,01,1,011,03, ,2, , , , , , ,    
10,2011,03,1,11,038,01,1,011,04, ,1, , , , , , ,    
10,2011,03,1,11,038,02,1,012,03, ,2, , , , , , ,    
10,2011,03,1,11,038,03,1,013,01, ,2, , , , , , ,    
10,2011,03,1,11,038,03,1,013,03, ,1, , , , , , ,    
10,2011,03,1,11,038,03,1,013,04, ,1, , , , , , ,    
10,2011,03,1,11,038,04,2,015,01, ,2, , , , , , ,    
10,2011,03,1,11,038,05,1,016,01, ,3, , , , , , ,    
10,2011,03,1,11,038,05,1,016,02, ,2, , , , , , ,    
10,2011,03,1,11,038,05,1,016,03, ,2, , , , , , ,    
10,2011,03,1,11,038,05,1,016,05, ,2, , , , , , ,    
10,2011,03,1,11,038,06,1,017,01, ,2, , , , , , ,    
10,2011,03,1,11,038,06,1,017,02, ,4, , , , , , ,    
10,2011,03,1,11,038,06,1,017,03, ,1, , , , , , ,    
10,2011,03,1,11,038,06,1,017,04, ,2, , , , , , ,    
10,2011,03,1,11,038,07,1,018,02, ,2, , , , , , ,    
10,2011,03,1,11,038,07,1,018,03, ,2, , , , , , ,    
10,2011,03,1,11,038,08,1,019,02, ,2, , , , , , ,    
10,2011,03,1,11,038,08,1,019,03, ,4, , , , , , ,    
10,2011,03,1,11,038,08,1,019,04, ,2, , , , , , ,    
10,2011,03,1,11,038,10,1,021,05, ,2, , , , , , ,    
10,2011,03,1,11,038,10,1,021,06, ,2, , , , , , ,    
10,2011,03,1,11,039,01,1,022,03, ,1, , , , , , ,    
10,2011,03,1,11,039,01,1,022,04, ,1, , , , , , ,    
10,2011,03,1,11,039,02,1,023,01, ,3, , , , , , ,    
10,2011,03,1,11,039,02,1,023,02, ,2, , , , , , ,    
10,2011,03,1,11,039,06,1,027,01, ,2, , , , , , ,    
10,2011,03,1,11,039,06,1,027,02, ,2, , , , , , ,    
10,2011,03,1,11,039,07,1,028,02, ,2, , , , , , ,    
10,2011,03,1,11,039,07,1,028,05, ,1, , , , , , ,    
10,2011,03,1,11,039,08,1,029,02, ,2, , , , , , ,    
10,2011,03,1,11,039,09,1,030,02, ,2, , , , , , ,    
10,2011,03,1,11,039,09,1,030,03, ,2, , , , , , ,    
10,2011,03,1,11,040,01,1,032,02, ,2, , , , , , ,    
10,2011,03,1,11,040,01,1,032,04, ,1, , , , , , ,    
10,2011,03,1,11,040,01,1,032,05, ,1, , , , , , ,    
10,2011,03,1,11,040,02,1,033,04, ,1, , , , , , ,    
10,2011,03,1,11,040,04,1,035,02, ,2, , , , , , ,    
10,2011,03,1,11,040,04,1,035,04, ,1, , , , , , ,    
10,2011,03,1,11,040,05,1,036,01, ,3, , , , , , ,    
10,2011,03,1,11,040,05,1,036,02, ,2, , , , , , ,    
10,2011,03,1,11,040,05,1,036,03, ,9, , , , , , ,    
10,2011,03,1,11,040,06,1,037,02, ,2, , , , , , ,    
10,2011,03,1,11,040,07,1,038,01, ,4, , , , , , ,    
10,2011,03,1,11,040,07,1,038,02, ,1, , , , , , ,    
10,2011,03,1,11,040,07,1,038,03, ,1, , , , , , ,    
10,2011,03,1,11,040,08,1,039,03, ,9, , , , , , ,    
10,2011,03,1,11,040,09,1,041,02, ,2, , , , , , ,    
10,2011,03,1,11,040,10,1,042,02, ,2, , , , , , ,    
10,2011,03,1,11,040,10,1,042,04, ,1, , , , , , ,    
10,2011,03,1,11,041,01,1,043,02, ,2, , , , , , ,    
10,2011,03,1,11,041,03,1,045,01, ,3, , , , , , ,    
10,2011,03,1,11,041,03,1,045,02, ,4, , , , , , ,    
10,2011,03,1,11,041,04,1,046,01, ,3, , , , , , ,    
10,2011,03,1,11,041,04,1,046,04, ,1, , , , , , ,    
10,2011,03,1,11,041,06,1,048,02, ,2, , , , , , ,    
10,2011,03,1,11,041,06,1,048,03, ,1, , , , , , ,    
10,2011,03,1,11,041,10,1,052,03, ,1, , , , , , ,    
10,2011,03,1,11,042,01,1,053,02, ,3, , , , , , ,    
10,2011,03,1,11,042,01,1,053,04, ,2, , , , , , ,    
10,2011,03,1,11,042,01,1,053,05, ,2, , , , , , ,    
10,2011,03,1,11,042,01,1,053,07, ,1, , , , , , ,    
10,2011,03,1,11,042,02,1,054,01, ,3, , , , , , ,    
10,2011,03,1,11,042,02,1,054,03, ,2, , , , , , ,    
10,2011,03,1,11,042,03,1,055,01, ,3, , , , , , ,    
10,2011,03,1,11,042,05,1,057,02, ,2, , , , , , ,    
10,2011,03,1,11,042,05,1,057,03, ,2, , , , , , ,    
10,2011,03,1,11,042,05,1,057,05, ,1, , , , , , ,    
10,2011,03,1,11,042,05,1,057,08, ,2, , , , , , ,    
10,2011,03,1,11,042,06,1,058,03, ,1, , , , , , ,    
10,2011,03,1,11,042,08,1,060,02, ,2, , , , , , ,    
10,2011,03,1,11,042,08,1,060,03, ,9, , , , , , ,    
10,2011,03,1,11,042,08,1,060,05, ,1, , , , , , ,    
10,2011,03,1,11,042,09,1,061,01, ,3, , , , , , ,    
10,2011,03,1,11,042,09,1,061,04, ,2, , , , , , ,    
10,2011,03,1,11,042,09,1,061,05, ,1, , , , , , ,    
10,2011,03,1,11,042,10,1,062,01, ,3, , , , , , ,    
10,2011,03,1,11,042,10,1,062,04, ,2, , , , , , ,    
10,2011,03,1,11,043,02,1,064,01, ,3, , , , , , ,    
10,2011,03,1,11,043,02,1,064,03, ,2, , , , , , ,    
10,2011,03,1,11,043,02,1,064,04, ,1, , , , , , ,    
10,2011,03,1,11,043,02,1,064,05, ,1, , , , , , ,    
10,2011,03,1,11,043,03,1,065,01, ,3, , , , , , ,    
10,2011,03,1,11,043,03,1,065,03, ,1, , , , , , ,    
10,2011,03,1,11,043,04,1,066,01, ,4, , , , , , ,    
10,2011,03,1,11,043,05,1,067,03, ,1, , , , , , ,    
10,2011,03,1,11,043,06,1,068,02, ,1, , , , , , ,    
10,2011,03,1,11,043,06,1,068,03, ,3, , , , , , ,    
10,2011,03,1,11,043,07,1,069,01, ,3, , , , , , ,    
10,2011,03,1,11,043,08,1,070,01, ,3, , , , , , ,    
10,2011,03,1,11,043,08,1,070,02, ,2, , , , , , ,    
10,2011,03,1,11,043,08,1,070,03, ,1, , , , , , ,    
10,2011,03,1,11,043,08,1,070,04, ,1, , , , , , ,    
10,2011,03,1,11,043,09,1,071,02, ,1, , , , , , ,    
10,2011,03,1,11,044,01,1,073,02, ,2, , , , , , ,    
10,2011,03,1,11,044,01,1,073,03, ,1, , , , , , ,    
10,2011,03,1,11,044,01,1,073,04, ,1, , , , , , ,    
10,2011,03,1,11,044,03,1,075,02, ,2, , , , , , ,    
10,2011,03,1,11,044,04,1,076,02, ,2, , , , , , ,    
10,2011,03,1,11,044,04,1,076,03, ,2, , , , , , ,    
10,2011,03,1,11,044,04,1,076,06, ,2, , , , , , ,    
10,2011,03,1,11,044,04,1,076,07, ,1, , , , , , ,    
10,2011,03,1,11,044,06,1,078,01, ,3, , , , , , ,    
10,2011,03,1,11,044,06,1,078,02, ,2, , , , , , ,    
10,2011,03,1,11,044,07,1,079,03, ,3, , , , , , ,    
10,2011,03,1,11,044,07,1,079,04, ,1, , , , , , ,    
10,2011,03,1,11,044,08,1,080,01, ,2, , , , , , ,    
10,2011,03,1,11,044,08,1,080,02, ,2, , , , , , ,    
10,2011,03,1,11,044,08,1,080,03, ,1, , , , , , ,    
10,2011,03,1,11,044,09,1,081,03, ,1, , , , , , ,    
10,2011,03,1,11,044,09,1,081,04, ,1, , , , , , ,    
10,2011,03,1,11,044,09,1,081,05, ,1, , , , , , ,    
10,2011,03,1,11,045,01,1,083,01, ,4, , , , , , ,    
10,2011,03,1,11,045,02,1,084,02, ,2, , , , , , ,    
10,2011,03,1,11,045,04,1,086,02, ,2, , , , , , ,    
10,2011,03,1,11,045,04,1,086,03, ,1, , , , , , ,    
10,2011,03,1,11,045,04,1,086,04, ,1, , , , , , ,    
10,2011,03,1,11,045,05,1,087,02, ,2, , , , , , ,    
10,2011,03,1,11,045,05,1,087,03, ,1, , , , , , ,    
10,2011,03,1,11,045,05,1,087,04, ,1, , , , , , ,    
10,2011,03,1,11,045,05,1,087,05, ,1, , , , , , ,    
10,2011,03,1,11,045,07,1,089,01, ,2, , , , , , ,    
10,2011,03,1,11,045,07,1,089,03, ,1, , , , , , ,    
10,2011,03,1,11,045,08,1,090,01, ,3, , , , , , ,    
10,2011,03,1,11,045,08,1,090,02, ,2, , , , , , ,    
10,2011,03,1,11,045,08,1,090,05, ,1, , , , , , ,    
10,2011,03,1,11,045,08,1,090,06, ,9, , , , , , ,    
10,2011,03,1,11,045,09,1,091,01, ,3, , , , , , ,    
10,2011,03,1,11,045,09,1,091,02, ,2, , , , , , ,    
10,2011,03,1,11,045,10,1,092,01, ,3, , , , , , ,    
10,2011,03,1,11,045,10,1,092,02, ,3, , , , , , ,    
10,2011,03,1,11,045,10,1,092,04, ,9, , , , , , ,    
10,2011,03,1,11,045,10,1,092,05, ,2, , , , , , ,    
10,2011,03,1,11,046,03,1,095,06, ,2, , , , , , ,    
10,2011,03,1,11,046,05,1,097,03, ,1, , , , , , ,    
10,2011,03,1,11,046,05,1,097,04, ,2, , , , , , ,    
10,2011,03,1,11,046,06,1,098,02, ,2, , , , , , ,    
10,2011,03,1,11,046,06,1,098,03, ,2, , , , , , ,    
10,2011,03,1,11,046,06,1,098,06, ,2, , , , , , ,    
10,2011,03,1,11,046,08,1,100,02, ,2, , , , , , ,    
10,2011,03,1,11,046,08,1,100,03,2,1, , , , , , ,    
10,2011,03,1,11,046,08,1,100,04, ,1, , , , , , ,    
10,2011,03,1,11,046,09,1,101,03, ,2, , , , , , ,    
10,2011,03,1,11,046,10,1,102,02, ,2, , , , , , ,    
10,2011,03,1,11,046,10,1,102,03, ,1, , , , , , ,    
10,2011,03,2,11,047,01,1,103,02, ,2, , , , , , ,    
10,2011,03,2,11,047,01,1,103,03, ,4, , , , , , ,    
10,2011,03,2,11,047,01,1,103,04, ,2, , , , , , ,    
10,2011,03,2,11,047,02,1,104,01, ,2, , , , , , ,    
10,2011,03,2,11,047,02,1,104,02, ,9, , , , , , ,    
10,2011,03,2,11,047,02,1,104,03, ,1, , , , , , ,    
10,2011,03,2,11,047,02,1,104,05, ,2, , , , , , ,    
10,2011,03,2,11,047,03,1,105,02, ,2, , , , , , ,    
10,2011,03,2,11,047,04,1,106,05, ,3, , , , , , ,    
10,2011,03,2,11,047,04,1,106,06, ,2, , , , , , ,    
10,2011,03,2,11,047,05,1,107,03, ,1, , , , , , ,    
10,2011,03,2,11,047,05,1,107,04, ,1, , , , , , ,    
10,2011,03,2,11,047,07,1,109,02, ,2, , , , , , ,    
10,2011,03,2,11,047,08,1,110,01, ,2, , , , , , ,    
10,2011,03,2,11,047,09,1,111,02, ,2, , , , , , ,    
10,2011,03,2,11,047,09,1,111,04, ,2, , , , , , ,    
10,2011,03,2,11,047,09,1,111,05, ,1, , , , , , ,    
10,2011,03,2,11,047,09,1,111,06, ,1, , , , , , ,    
10,2011,03,2,11,047,10,1,112,02, ,2, , , , , , ,    
10,2011,03,2,11,049,02,1,114,01, ,2, , , , , , ,    
10,2011,03,2,11,049,04,1,116,03, ,1, , , , , , ,    
10,2011,03,2,11,049,04,1,116,05, ,2, , , , , , ,    
10,2011,03,2,11,049,06,1,118,02, ,2, , , , , , ,    
10,2011,03,2,11,049,06,1,118,03, ,1, , , , , , ,    
10,2011,03,2,11,049,06,1,118,04, ,1, , , , , , ,    
10,2011,03,2,11,049,07,1,119,02, ,2, , , , , , ,    
10,2011,03,2,11,049,07,1,119,03,1, ,2,4, , , , ,0009
10,2011,03,2,11,049,07,1,119,04, ,1, , , , , , ,    
10,2011,03,2,11,049,09,1,121,03, ,1, , , , , , ,    
10,2011,03,2,11,049,09,1,121,04, ,1, , , , , , ,    
10,2011,03,2,11,049,09,1,121,05, ,3, , , , , , ,    
10,2011,03,2,11,049,09,1,121,06, ,3, , , , , , ,    
10,2011,03,2,11,050,01,1,123,02, ,2, , , , , , ,    
10,2011,03,2,11,050,01,1,123,03, ,1, , , , , , ,    
10,2011,03,2,11,050,01,1,123,04, ,1, , , , , , ,    
10,2011,03,2,11,050,02,1,124,01, ,2, , , , , , ,    
10,2011,03,2,11,050,02,1,124,02, ,1, , , , , , ,    
10,2011,03,2,11,050,02,1,124,03, ,1, , , , , , ,    
10,2011,03,2,11,050,02,1,124,04, ,3, , , , , , ,    
10,2011,03,2,11,050,03,1,125,02, ,2, , , , , , ,    
10,2011,03,2,11,050,03,1,125,03, ,1, , , , , , ,    
10,2011,03,2,11,050,06,1,128,02, ,2, , , , , , ,    
